Date,Source,Campaign,Spend,Clicks,Impressions,AdGroup,Ad
2023-11-15,Tiktok Ads,12.07.2023wide_DE,2.31,4,428,wide,bloggersvideo3com
2023-10-28,Tiktok Ads,,0.0,0,0,,
2023-10-28,Facebook Ads,,0.0,0,0,,
2023-11-15,Facebook Ads,18.10.23wide_gos_DE,1.64,2,72,wide,b10
2023-11-15,Facebook Ads,24.09.23retargeting_DE,2.0,4,138,retargeting,v11comwebdev
2023-10-29,Facebook Ads,,0.0,0,0,,
2023-10-29,Webinar,,0.0,0,0,,
2023-11-15,Facebook Ads,02.07.23wide_DE,8.69,6,476,wide,b13blackfriday
2023-10-29,Google Ads,,0.0,0,0,,
2023-10-29,Tiktok Ads,,0.0,0,0,,
2023-10-29,Telegram posts,,0.0,0,0,,
2023-11-15,Facebook Ads,04.07.23recentlymoved_DE,11.33,23,940,recentlymoved,bloggersvideo4com
2023-10-29,Offline,,0.0,0,0,,
2023-11-15,Tiktok Ads,12.07.2023wide_DE,1.06,0,193,wide,v11
2023-11-15,Facebook Ads,04.07.23recentlymoved_DE,0.35,0,32,recentlymoved,bloggersvideo3com
2023-10-29,Bloggers,,0.0,0,0,,
2023-11-15,Facebook Ads,02.07.23wide_DE,3.91,2,236,wide,b14blackfriday
2023-11-15,Facebook Ads,03.07.23women,11.34,28,871,women,bloggersvideo4com
2023-11-15,Facebook Ads,12.09.23interests_Uxui_DE,8.92,18,987,interest_work_WebDev,bloggersvideo5
2023-11-15,Tiktok Ads,12.07.2023wide_DE,16.17,50,4207,wide,bloggersvideo4com
2023-10-29,Organic,,0.0,130,0,,
2023-11-15,Facebook Ads,18.10.23wide_gos_DE,6.2,8,316,wide,b11
2023-10-29,Youtube Ads,,0.0,0,0,,
2023-11-15,Webinar,14.11.23wide_webinar_DE,1.28,0,81,wide,b6webinar
2023-11-15,Webinar,14.11.23wide_webinar_DE,4.93,2,220,wide,b4webinar
2023-11-15,Google Ads,gen_analyst_DE,61.21,26,280,,
2023-11-15,Facebook Ads,12.09.23interests_Uxui_DE,2.52,4,223,interest_programming_WebDev,bloggersvideo5
2023-11-15,Facebook Ads,12.09.23interests_Uxui_DE,0.31,1,25,interest_work_WebDev,v11comwebdev
2023-10-29,SMM,,0.0,22,0,,
2023-10-29,CRM,,0.0,11,0,,
2023-11-15,Facebook Ads,03.07.23women,0.37,1,16,women,bloggersvideo3com
2023-10-30,Webinar,,0.0,0,0,,
2023-11-15,Webinar,14.11.23wide_webinar_DE,0.83,0,32,wide,b5webinar
2023-11-16,Facebook Ads,24.09.23retargeting_DE,8.44,14,1009,retargeting,bloggersvideo5
2023-10-30,Offline,,0.0,3,0,,
2023-11-16,Webinar,14.11.23wide_webinar_DE,1.13,0,24,wide,b5webinar
2023-10-30,Facebook Ads,,0.0,0,0,,
2023-11-16,Facebook Ads,12.09.23interests_Uxui_DE,3.08,7,264,interest_programming_WebDev,bloggersvideo5
2023-10-30,Bloggers,,0.0,0,0,,
2023-11-16,Facebook Ads,02.07.23wide_DE,0.64,0,38,wide,b15blackfriday
2023-10-30,Google Ads,,0.0,0,0,,
2023-11-16,Facebook Ads,02.07.23wide_DE,1.78,2,92,wide,b14blackfriday
2023-10-30,Tiktok Ads,,0.0,0,0,,
2023-10-30,Youtube Ads,,0.0,0,0,,
2023-11-16,Facebook Ads,02.07.23wide_DE,10.07,29,648,wide,bloggersvideo6blackfriday
2023-11-16,Tiktok Ads,12.07.2023wide_DE,0.81,2,124,wide,bloggersvideo3com
2023-11-16,Tiktok Ads,12.07.2023wide_DE,2.2,4,427,wide,bloggersvideo6blackfriday
2023-11-16,Facebook Ads,03.07.23women,0.49,1,29,women,bloggersvideo3com
2023-10-30,SMM,,0.0,20,0,,
2023-10-30,CRM,,0.0,18,0,,
2023-11-16,Facebook Ads,12.09.23interests_Uxui_DE,0.07,0,9,interest_work_WebDev,v11comwebdev
2023-11-16,Tiktok Ads,12.07.2023wide_DE,0.2,0,33,wide,v11
2023-11-16,Tiktok Ads,12.07.2023wide_DE,1.52,5,379,wide,bloggersvideo5
2023-11-16,Facebook Ads,12.09.23interests_Uxui_DE,0.01,0,1,interest_work_WebDev,b1comwebdev
2023-10-30,Telegram posts,,0.0,0,0,,
2023-10-30,Bloggers,,0.0,2,0,,
2023-11-16,Webinar,14.11.23wide_webinar_DE,8.03,16,430,wide,bloggersvideo6webinar
2023-11-16,Facebook Ads,02.07.23wide_DE,1.61,0,118,wide,bloggersvideo7blackfriday
2023-10-30,Organic,,0.0,132,0,,
2023-10-31,CRM,,0.0,14,0,,
2023-11-16,Google Ads,gen_analyst_DE,54.99,29,386,,
2023-11-16,Webinar,14.11.23wide_webinar_DE,4.36,1,236,wide,b7webinar
2023-11-16,Facebook Ads,24.09.23retargeting_DE,1.66,0,117,retargeting,v11comwebdev
2023-11-16,Webinar,14.11.23wide_webinar_DE,10.08,10,382,wide,b4webinar
2023-11-16,Facebook Ads,02.07.23wide_DE,2.77,3,130,wide,b13blackfriday
2023-10-31,Organic,,0.0,165,0,,
2023-11-16,Facebook Ads,04.07.23recentlymoved_DE,0.16,0,18,recentlymoved,bloggersvideo3com
2023-11-16,Webinar,14.11.23wide_webinar_DE,1.03,1,49,wide,b6webinar
2023-11-16,Facebook Ads,03.07.23women,11.27,21,991,women,bloggersvideo4com
2023-11-16,Tiktok Ads,12.07.2023wide_DE,7.43,12,1362,wide,bloggersvideo7blackfriday
2023-11-16,Facebook Ads,04.07.23recentlymoved_DE,0.02,0,2,recentlymoved,v9com
2023-10-31,Google Ads,,0.0,0,0,,
2023-11-16,Google Ads,discovery_DE,54.91,205,11196,,
2023-11-16,Facebook Ads,12.09.23interests_Uxui_DE,8.63,11,1047,interest_work_WebDev,bloggersvideo5
2023-11-16,Tiktok Ads,12.07.2023wide_DE,12.84,21,3220,wide,bloggersvideo4com
2023-11-16,Facebook Ads,04.07.23recentlymoved_DE,11.35,23,940,recentlymoved,bloggersvideo4com
2023-11-16,Facebook Ads,04.07.23recentlymoved_DE,0.28,0,20,recentlymoved,bloggersvideo2com
2023-11-16,Google Ads,performancemax_eng_DE,77.05,402,46654,,
2023-10-31,Tiktok Ads,,0.0,0,0,,
2023-10-31,Webinar,,0.0,0,0,,
2023-10-31,Offline,,0.0,0,0,,
2023-11-17,Facebook Ads,02.07.23wide_DE,0.04,0,2,wide,bloggersvideo7blackfriday
2023-10-31,Bloggers,,0.0,0,0,,
2023-11-17,Webinar,15.11.23wide_webinar_DE,18.55,46,3396,wide,bloggersvideo6webinar
2023-11-17,Webinar,14.11.23wide_webinar_DE,0.06,0,7,wide,b4webinar
2023-10-31,Telegram posts,,0.0,0,0,,
2023-11-17,Facebook Ads,04.07.23recentlymoved_DE,0.19,0,22,recentlymoved,bloggersvideo3com
2023-11-17,Facebook Ads,24.09.23retargeting_DE,1.25,0,72,retargeting,v11comwebdev
2023-10-31,Facebook Ads,,0.0,0,0,,
2023-11-17,Webinar,14.11.23wide_webinar_DE,0.01,0,3,wide,b7webinar
2023-11-17,Facebook Ads,02.07.23wide_DE,0.01,0,3,wide,b14blackfriday
2023-11-17,Google Ads,performancemax_eng_DE,54.11,279,20495,,
2023-11-17,Tiktok Ads,12.07.2023wide_DE,3.24,3,562,wide,bloggersvideo6blackfriday
2023-11-17,Webinar,14.11.23wide_webinar_DE,27.77,46,1647,wide,bloggersvideo6webinar
2023-11-17,Google Ads,gen_analyst_DE,52.25,26,392,,
2023-11-17,Webinar,14.11.23wide_webinar_DE,0.0,0,1,wide,b5webinar
2023-11-17,Facebook Ads,02.07.23wide_DE,19.03,30,1481,wide,bloggersvideo6blackfriday
2023-11-17,Google Ads,discovery_DE,44.8,153,8437,,
2023-11-17,Facebook Ads,04.07.23recentlymoved_DE,0.18,1,13,recentlymoved,bloggersvideo2com
2023-10-31,SMM,,0.0,26,0,,
2023-11-17,Tiktok Ads,12.07.2023wide_DE,14.57,39,3743,wide,bloggersvideo4com
2023-11-17,Facebook Ads,04.07.23recentlymoved_DE,0.16,0,9,recentlymoved,v9com
2023-11-17,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v11
2023-11-17,Facebook Ads,03.07.23women,11.2,26,871,women,bloggersvideo4com
2023-11-17,Tiktok Ads,12.07.2023wide_DE,7.19,10,1408,wide,bloggersvideo7blackfriday
2023-11-17,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo5
2023-11-17,Facebook Ads,12.09.23interests_Uxui_DE,7.68,14,857,interest_work_WebDev,bloggersvideo5
2023-11-17,Facebook Ads,03.07.23women,0.48,2,26,women,bloggersvideo3com
2023-10-31,Youtube Ads,,0.0,0,0,,
2023-11-01,Tiktok Ads,,0.0,0,0,,
2023-11-17,Facebook Ads,12.09.23interests_Uxui_DE,3.64,1,295,interest_programming_WebDev,bloggersvideo5
2023-11-01,Organic,,0.0,151,0,,
2023-11-01,Bloggers,,0.0,0,0,,
2023-11-17,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo3com
2023-11-01,Webinar,,0.0,0,0,,
2023-11-17,Facebook Ads,12.09.23interests_Uxui_DE,0.29,0,14,interest_work_WebDev,v11comwebdev
2023-11-17,Facebook Ads,04.07.23recentlymoved_DE,11.0,18,840,recentlymoved,bloggersvideo4com
2023-11-17,Facebook Ads,24.09.23retargeting_DE,8.56,14,964,retargeting,bloggersvideo5
2023-11-01,Partnership,,0.0,10,0,,
2023-11-17,Facebook Ads,02.07.23wide_DE,0.01,0,1,wide,b15blackfriday
2023-11-01,Telegram posts,,0.0,0,0,,
2023-11-18,Facebook Ads,03.07.23women,0.29,0,19,women,bloggersvideo3com
2023-11-18,Facebook Ads,12.09.23interests_Uxui_DE,0.08,0,5,interest_work_WebDev,v11comwebdev
2023-11-01,SMM,,0.0,15,0,,
2023-11-18,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v11
2023-11-18,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo3com
2023-11-18,Facebook Ads,12.09.23interests_Uxui_DE,0.36,0,17,interest_work_WebDev,b1comwebdev
2023-11-01,Youtube Ads,,0.0,0,0,,
2023-11-18,Facebook Ads,02.07.23wide_DE,0.11,0,6,wide,bloggersvideo7blackfriday
2023-11-01,CRM,,0.0,8,0,,
2023-11-18,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo5
2023-11-01,Facebook Ads,,0.0,0,0,,
2023-11-01,Offline,,0.0,0,0,,
2023-11-01,Google Ads,,0.0,0,0,,
2023-11-18,Facebook Ads,12.09.23interests_Uxui_DE,4.97,7,365,interest_programming_WebDev,bloggersvideo5
2023-11-18,Webinar,14.11.23wide_webinar_DE,1.52,4,102,wide,bloggersvideo7webinar
2023-11-18,Webinar,14.11.23wide_webinar_DE,0.0,0,1,wide,b6webinar
2023-11-02,Facebook Ads,,0.0,0,0,,
2023-11-18,Facebook Ads,02.07.23wide_DE,0.0,0,1,wide,b13blackfriday
2023-11-18,Webinar,14.11.23wide_webinar_DE,26.72,44,1826,wide,bloggersvideo6webinar
2023-11-02,Telegram posts,,0.0,0,0,,
2023-11-18,Facebook Ads,12.09.23interests_Uxui_DE,6.64,8,687,interest_work_WebDev,bloggersvideo5
2023-11-18,Facebook Ads,04.07.23recentlymoved_DE,11.32,15,879,recentlymoved,bloggersvideo4com
2023-11-02,CRM,,0.0,50,0,,
2023-11-18,Facebook Ads,02.07.23wide_DE,0.07,0,4,wide,b14blackfriday
2023-11-02,SMM,,0.0,15,0,,
2023-11-02,Youtube Ads,,0.0,0,0,,
2023-11-02,Bloggers,,0.0,28,10500,,
2023-11-02,Bloggers,,0.0,0,0,,
2023-11-18,Facebook Ads,04.07.23recentlymoved_DE,0.06,0,7,recentlymoved,v9com
2023-11-02,Partnership,,0.0,35,0,,
2023-11-18,Facebook Ads,03.07.23women,11.7,20,950,women,bloggersvideo4com
2023-11-02,Offline,,0.0,4,0,,
2023-11-18,Webinar,blog2_DE,773.0,249,16100,,
2023-11-18,Facebook Ads,24.09.23retargeting_DE,9.01,12,922,retargeting,bloggersvideo5
2023-11-18,Facebook Ads,02.07.23wide_DE,19.75,46,1717,wide,bloggersvideo6blackfriday
2023-11-18,Tiktok Ads,12.07.2023wide_DE,14.14,28,3588,wide,bloggersvideo4com
2023-11-18,Google Ads,gen_analyst_DE,62.49,31,423,,
2023-11-18,Facebook Ads,04.07.23recentlymoved_DE,0.18,0,11,recentlymoved,bloggersvideo2com
2023-11-18,Facebook Ads,24.09.23retargeting_DE,1.1,1,76,retargeting,v11comwebdev
2023-11-18,Tiktok Ads,12.07.2023wide_DE,4.27,11,791,wide,bloggersvideo6blackfriday
2023-11-18,Google Ads,discovery_DE,62.27,197,11723,,
2023-11-18,Webinar,15.11.23wide_webinar_DE,17.63,54,5104,wide,bloggersvideo6webinar
2023-11-18,Tiktok Ads,12.07.2023wide_DE,6.59,10,1252,wide,bloggersvideo7blackfriday
2023-11-18,Facebook Ads,04.07.23recentlymoved_DE,0.24,0,20,recentlymoved,bloggersvideo3com
2023-11-18,Google Ads,performancemax_eng_DE,95.61,469,53930,,
2023-11-19,Facebook Ads,02.07.23wide_DE,0.05,0,2,wide,bloggersvideo7blackfriday
2023-11-19,Webinar,14.11.23wide_webinar_DE,0.0,0,1,wide,b6webinar
2023-11-19,Webinar,14.11.23wide_webinar_DE,28.82,39,1778,wide,bloggersvideo7webinar
2023-11-19,Webinar,14.11.23wide_webinar_DE,1.97,1,113,wide,bloggersvideo6webinar
2023-11-02,Tiktok Ads,,0.0,0,0,,
2023-11-19,Facebook Ads,03.07.23women,0.58,1,24,women,bloggersvideo3com
2023-11-19,Google Ads,gen_analyst_DE,56.22,32,401,,
2023-11-19,Facebook Ads,02.07.23wide_DE,21.76,43,2115,wide,bloggersvideo6blackfriday
2023-11-19,Webinar,15.11.23wide_webinar_DE,0.16,0,51,wide,bloggersvideo6webinar
2023-11-02,Webinar,,0.0,0,0,,
2023-11-19,Facebook Ads,24.09.23retargeting_DE,1.01,3,90,retargeting,v11comwebdev
2023-11-02,Organic,,0.0,216,0,,
2023-11-19,Facebook Ads,12.09.23interests_Uxui_DE,0.25,1,13,interest_work_WebDev,b1comwebdev
2023-11-02,Google Ads,,0.0,0,0,,
2023-11-03,Tiktok Ads,,0.0,0,0,,
2023-11-19,Facebook Ads,04.07.23recentlymoved_DE,12.0,23,1023,recentlymoved,bloggersvideo4com
2023-11-03,Organic,,0.0,175,0,,
2023-11-03,Youtube Ads,,0.0,0,0,,
2023-11-19,Facebook Ads,12.09.23interests_Uxui_DE,6.74,9,635,interest_work_WebDev,bloggersvideo5
2023-11-19,Tiktok Ads,12.07.2023wide_DE,5.72,13,1047,wide,bloggersvideo7blackfriday
2023-11-19,Facebook Ads,02.07.23wide_DE,0.01,0,3,wide,b15blackfriday
2023-11-03,Partnership,,0.0,6,0,,
2023-11-19,Webinar,14.11.23wide_webinar_DE,0.06,0,5,wide,b4webinar
2023-11-19,Webinar,14.11.23wide_webinar_DE,0.04,1,4,wide,b7webinar
2023-11-19,Google Ads,performancemax_eng_DE,66.02,331,25757,,
2023-11-19,Facebook Ads,04.07.23recentlymoved_DE,0.06,0,5,recentlymoved,v9com
2023-11-19,Google Ads,discovery_DE,52.05,145,6361,,
2023-11-03,Webinar,,0.0,0,0,,
2023-11-03,Offline,,0.0,0,0,,
2023-11-19,Tiktok Ads,12.07.2023wide_DE,5.27,10,1145,wide,bloggersvideo6blackfriday
2023-11-19,Facebook Ads,12.09.23interests_Uxui_DE,5.77,18,384,interest_programming_WebDev,bloggersvideo5
2023-11-03,Bloggers,,0.0,25,3500,,
2023-11-19,Facebook Ads,12.09.23interests_Uxui_DE,0.2,0,10,interest_work_WebDev,v11comwebdev
2023-11-03,Facebook Ads,,0.0,0,0,,
2023-11-19,Facebook Ads,24.09.23retargeting_DE,10.1,15,954,retargeting,bloggersvideo5
2023-11-19,Facebook Ads,03.07.23women,12.13,31,1028,women,bloggersvideo4com
2023-11-19,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo5
2023-11-19,Facebook Ads,04.07.23recentlymoved_DE,0.29,2,16,recentlymoved,bloggersvideo2com
2023-11-19,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v9com
2023-11-03,SMM,,0.0,18,0,,
2023-11-03,CRM,,0.0,37,0,,
2023-11-19,Facebook Ads,04.07.23recentlymoved_DE,0.46,2,33,recentlymoved,bloggersvideo3com
2023-11-19,Tiktok Ads,12.07.2023wide_DE,14.01,45,3496,wide,bloggersvideo4com
2023-11-03,Telegram posts,,0.0,0,0,,
2023-11-20,Facebook Ads,04.07.23recentlymoved_DE,0.12,0,17,recentlymoved,bloggersvideo3com
2023-11-20,Facebook Ads,24.09.23retargeting_DE,9.31,19,911,retargeting,bloggersvideo5
2023-11-20,Webinar,14.11.23wide_webinar_DE,0.1,0,5,wide,b4webinar
2023-11-20,Google Ads,gen_analyst_DE,56.76,35,402,,
2023-11-20,Facebook Ads,12.09.23interests_Uxui_DE,0.12,1,10,interest_work_WebDev,b1comwebdev
2023-11-20,Webinar,14.11.23wide_webinar_DE,0.01,0,2,wide,b6webinar
2023-11-20,Webinar,14.11.23wide_webinar_DE,0.31,0,19,wide,bloggersvideo6webinar
2023-11-20,Google Ads,performancemax_eng_DE,70.93,394,31673,,
2023-11-20,Facebook Ads,04.07.23recentlymoved_DE,0.02,0,3,recentlymoved,v9com
2023-11-20,Facebook Ads,02.07.23wide_DE,20.65,34,1827,wide,bloggersvideo6blackfriday
2023-11-03,Bloggers,,0.0,0,0,,
2023-11-20,Facebook Ads,03.07.23women,11.68,24,860,women,bloggersvideo4com
2023-11-03,Google Ads,,0.0,0,0,,
2023-11-04,Youtube Ads,,0.0,0,0,,
2023-11-20,Facebook Ads,03.07.23women,0.4,0,28,women,bloggersvideo3com
2023-11-20,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo5
2023-11-04,Partnership,,0.0,0,0,,
2023-11-20,Facebook Ads,02.07.23wide_DE,0.04,0,2,wide,bloggersvideo7blackfriday
2023-11-20,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo3com
2023-11-04,Organic,,0.0,145,0,,
2023-11-20,Facebook Ads,12.09.23interests_Uxui_DE,5.59,8,390,interest_programming_WebDev,bloggersvideo5
2023-11-20,Tiktok Ads,12.07.2023wide_DE,4.88,7,964,wide,bloggersvideo7blackfriday
2023-11-20,Tiktok Ads,12.07.2023wide_DE,16.99,51,4829,wide,bloggersvideo4com
2023-11-20,Webinar,14.11.23wide_webinar_DE,0.06,0,4,wide,b5webinar
2023-11-04,Webinar,,0.0,0,0,,
2023-11-04,Offline,,0.0,0,0,,
2023-11-20,Webinar,15.11.23wide_webinar_DE,9.63,32,2426,wide,bloggersvideo8webinar
2023-11-20,Tiktok Ads,12.07.2023wide_DE,3.13,8,802,wide,bloggersvideo6blackfriday
2023-11-20,Facebook Ads,12.09.23interests_Uxui_DE,6.25,13,654,interest_work_WebDev,bloggersvideo5
2023-11-20,Facebook Ads,02.07.23wide_DE,0.05,0,4,wide,b15blackfriday
2023-11-04,Bloggers,,0.0,28,2500,,
2023-11-20,Webinar,15.11.23wide_webinar_DE,1.69,4,416,wide,bloggersvideo7webinar
2023-11-20,Facebook Ads,02.07.23wide_DE,0.04,0,7,wide,b14blackfriday
2023-11-04,Bloggers,,0.0,0,0,,
2023-11-04,SMM,,0.0,16,0,,
2023-11-20,Facebook Ads,04.07.23recentlymoved_DE,11.62,20,845,recentlymoved,bloggersvideo4com
2023-11-20,Facebook Ads,12.09.23interests_Uxui_DE,0.05,0,3,interest_work_WebDev,v11comwebdev
2023-11-04,Facebook Ads,,0.0,0,0,,
2023-11-20,Webinar,14.11.23wide_webinar_DE,7.33,17,477,wide,bloggersvideo8webinar
2023-11-20,Facebook Ads,04.07.23recentlymoved_DE,0.38,1,23,recentlymoved,bloggersvideo2com
2023-11-04,Google Ads,,0.0,0,0,,
2023-11-20,Webinar,14.11.23wide_webinar_DE,0.04,0,3,wide,b7webinar
2023-11-20,Google Ads,discovery_DE,50.58,151,6837,,
2023-11-20,Webinar,14.11.23wide_webinar_DE,21.48,24,1287,wide,bloggersvideo7webinar
2023-11-20,Webinar,15.11.23wide_webinar_DE,2.05,6,442,wide,bloggersvideo6webinar
2023-11-04,Tiktok Ads,,0.0,0,0,,
2023-11-20,Facebook Ads,24.09.23retargeting_DE,1.08,1,67,retargeting,v11comwebdev
2023-11-21,Google Ads,discovery_DE,51.63,147,8168,,
2023-11-04,CRM,,0.0,13,0,,
2023-11-21,Google Ads,performancemax_eng_DE,75.43,359,32064,,
2023-11-04,Telegram posts,,0.0,0,0,,
2023-11-21,Facebook Ads,04.07.23recentlymoved_DE,0.26,3,21,recentlymoved,bloggersvideo6blackfriday
2023-11-21,Webinar,14.11.23wide_webinar_DE,33.76,55,2034,wide,bloggersvideo8webinar
2023-11-21,Webinar,14.11.23wide_webinar_DE,0.06,0,2,wide,bloggersvideo6webinar
2023-11-21,Webinar,15.11.23wide_webinar_DE,4.1,6,855,wide,bloggersvideo6webinar
2023-11-21,Facebook Ads,24.09.23retargeting_DE,9.19,14,835,retargeting,bloggersvideo5
2023-11-21,Webinar,15.11.23wide_webinar_DE,3.73,4,894,wide,bloggersvideo7webinar
2023-11-21,Google Ads,gen_analyst_DE,56.94,29,325,,
2023-11-21,Facebook Ads,04.07.23recentlymoved_DE,11.51,19,847,recentlymoved,bloggersvideo4com
2023-11-21,Tiktok Ads,12.07.2023wide_DE,18.6,54,5358,wide,bloggersvideo4com
2023-11-21,Facebook Ads,03.07.23women,11.63,12,882,women,bloggersvideo4com
2023-11-05,Telegram posts,,0.0,0,0,,
2023-11-21,Webinar,14.11.23wide_webinar_DE,0.02,0,3,wide,b4webinar
2023-11-05,Bloggers,,0.0,0,0,,
2023-11-21,Facebook Ads,24.09.23retargeting_DE,0.85,1,73,retargeting,v11comwebdev
2023-11-05,Facebook Ads,,0.0,0,0,,
2023-11-21,Facebook Ads,12.09.23interests_Uxui_DE,5.27,8,617,interest_work_WebDev,bloggersvideo5
2023-11-21,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo5
2023-11-21,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo3com
2023-11-21,Facebook Ads,04.07.23recentlymoved_DE,0.11,0,6,recentlymoved,bloggersvideo2com
2023-11-05,CRM,,0.0,16,0,,
2023-11-05,Bloggers,,0.0,15,2200,,
2023-11-21,Tiktok Ads,12.07.2023wide_DE,3.35,8,799,wide,bloggersvideo7blackfriday
2023-11-21,Tiktok Ads,12.07.2023wide_DE,3.05,4,750,wide,bloggersvideo6blackfriday
2023-11-21,Facebook Ads,12.09.23interests_Uxui_DE,6.77,14,526,interest_programming_WebDev,bloggersvideo5
2023-11-21,Facebook Ads,03.07.23women,0.36,0,20,women,bloggersvideo3com
2023-11-21,Webinar,14.11.23wide_webinar_DE,0.73,3,98,wide,bloggersvideo7webinar
2023-11-05,SMM,,0.0,14,0,,
2023-11-21,Facebook Ads,04.07.23recentlymoved_DE,0.31,0,24,recentlymoved,bloggersvideo3com
2023-11-21,Facebook Ads,02.07.23wide_DE,0.01,0,2,wide,b13blackfriday
2023-11-21,Facebook Ads,02.07.23wide_DE,0.04,0,5,wide,bloggersvideo7blackfriday
2023-11-21,Facebook Ads,04.07.23recentlymoved_DE,0.02,0,2,recentlymoved,v9com
2023-11-21,Facebook Ads,12.09.23interests_Uxui_DE,0.12,0,10,interest_work_WebDev,b1comwebdev
2023-11-05,Organic,,0.0,93,0,,
2023-11-21,Webinar,15.11.23wide_webinar_DE,12.17,39,3235,wide,bloggersvideo8webinar
2023-11-21,Facebook Ads,12.09.23interests_Uxui_DE,0.01,0,1,interest_work_WebDev,v11comwebdev
2023-11-05,Partnership,,0.0,1,0,,
2023-11-21,Facebook Ads,02.07.23wide_DE,20.08,38,1675,wide,bloggersvideo6blackfriday
2023-11-05,Offline,,0.0,0,0,,
2023-11-21,Webinar,14.11.23wide_webinar_DE,0.1,0,2,wide,b5webinar
2023-11-21,Facebook Ads,02.07.23wide_DE,0.02,0,3,wide,b15blackfriday
2023-11-05,Google Ads,,0.0,0,0,,
2023-11-21,Webinar,14.11.23wide_webinar_DE,0.11,0,3,wide,b7webinar
2023-11-05,Tiktok Ads,,0.0,0,0,,
2023-11-05,Webinar,,0.0,0,0,,
2023-11-21,Facebook Ads,02.07.23wide_DE,0.04,0,2,wide,b14blackfriday
2023-11-05,Youtube Ads,,0.0,0,0,,
2023-11-06,Organic,,0.0,142,0,,
2023-11-22,Facebook Ads,24.09.23retargeting_DE,9.25,19,922,retargeting,bloggersvideo5
2023-11-22,Facebook Ads,02.07.23wide_DE,0.01,0,2,wide,bloggersvideo7blackfriday
2023-11-22,Facebook Ads,04.07.23recentlymoved_DE,0.11,0,11,recentlymoved,bloggersvideo3com
2023-11-22,Tiktok Ads,12.07.2023wide_DE,1.89,5,415,wide,v7blackfriday
2023-11-22,Webinar,14.11.23wide_webinar_DE,0.01,0,2,wide,b6webinar
2023-11-22,Webinar,15.11.23wide_webinar_DE,11.79,30,3667,wide,bloggersvideo8webinar
2023-11-06,Partnership,,0.0,1,0,,
2023-11-22,Facebook Ads,02.07.23wide_DE,20.1,23,1631,wide,bloggersvideo6blackfriday
2023-11-22,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo5
2023-11-22,Webinar,14.11.23wide_webinar_DE,0.01,0,3,wide,b4webinar
2023-11-06,Tiktok Ads,,0.0,0,0,,
2023-11-22,Facebook Ads,04.07.23recentlymoved_DE,11.04,20,911,recentlymoved,bloggersvideo4com
2023-11-06,Facebook Ads,,0.0,0,0,,
2023-11-06,Google Ads,,0.0,0,0,,
2023-11-22,Facebook Ads,03.07.23women,1.16,2,103,women,bloggersvideo4com
2023-11-22,Tiktok Ads,12.07.2023wide_DE,2.18,2,460,wide,bloggersvideo7blackfriday
2023-11-22,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo3com
2023-11-22,Tiktok Ads,12.07.2023wide_DE,19.54,71,5844,wide,bloggersvideo4com
2023-11-22,Facebook Ads,12.09.23interests_Uxui_DE,0.04,0,2,interest_work_WebDev,b1comwebdev
2023-11-06,Webinar,,0.0,0,0,,
2023-11-06,Youtube Ads,,0.0,0,0,,
2023-11-22,Webinar,15.11.23wide_webinar_DE,2.32,8,724,wide,bloggersvideo6webinar
2023-11-22,Facebook Ads,02.07.23wide_DE,0.05,0,8,wide,b14blackfriday
2023-11-06,Offline,,0.0,0,0,,
2023-11-22,Webinar,14.11.23wide_webinar_DE,31.06,56,2089,wide,bloggersvideo8webinar
2023-11-22,Webinar,14.11.23wide_webinar_DE,0.01,0,1,wide,bloggersvideo6webinar
2023-11-22,Facebook Ads,04.07.23recentlymoved_DE,0.67,0,56,recentlymoved,v7blackfriday
2023-11-06,Telegram posts,,0.0,0,0,,
2023-11-22,Facebook Ads,12.09.23interests_Uxui_DE,7.57,11,636,interest_programming_WebDev,bloggersvideo5
2023-11-06,CRM,,0.0,33,0,,
2023-11-22,Facebook Ads,03.07.23women,10.48,14,605,women,bloggersvideo3com
2023-11-06,Bloggers,,0.0,0,0,,
2023-11-22,Webinar,15.11.23wide_webinar_DE,5.89,19,1973,wide,bloggersvideo7webinar
2023-11-22,Google Ads,discovery_DE,40.1,126,5530,,
2023-11-22,Facebook Ads,04.07.23recentlymoved_DE,0.43,2,49,recentlymoved,bloggersvideo6blackfriday
2023-11-22,Webinar,14.11.23wide_webinar_DE,0.0,0,1,wide,b5webinar
