Date,Source,Campaign,Spend,Clicks,Impressions,AdGroup,Ad
2024-04-29,Facebook Ads,24.09.23retargeting_DE,0.02,0,3,retargeting,bloggersvideo13
2024-04-29,Facebook Ads,02.07.23wide_DE,3.13,6,369,wide,bloggersvideo16com
2024-04-29,Facebook Ads,07.07.23LAL_DE,1.01,1,60,LAL1,bloggersvideo8com
2024-04-29,Facebook Ads,20.03.24_widde_PL,19.67,28,2609,wide,bloggersvideo21com_pl
2024-04-29,Facebook Ads,07.07.23LAL_DE,2.35,6,114,LAL1,bloggersvideo11
2024-04-27,SMM,,0.0,0,0,,
2024-04-29,Facebook Ads,03.07.23women,2.7,3,157,women,v15
2024-04-29,Google Ads,performancemax_eng_DE,81.2,216,37716,,
2024-04-28,Telegram posts,,0.0,0,74,,
2024-04-29,Facebook Ads,20.03.24_widde_PL,0.01,0,1,wide,v17com_pl
2024-04-28,Tiktok Ads,,0.0,0,0,,
2024-04-29,Tiktok Ads,20.03.2024wide_PL,2.13,0,1559,wide,bloggersvideo16com_pl
2024-04-29,Youtube Ads,youtube_shortsin_AT,2.2,4,479,Com_march,bloggersvideo1
2024-04-29,Tiktok Ads,12.07.2023wide_DE,1.14,2,500,wide,v13com_python
2024-04-29,Tiktok Ads,15.03.2024wide_AT,0.0,0,0,wide,v14com_at
2024-04-29,Youtube Ads,youtube_shortsin_AT,1.19,0,617,Com_march,Austria_video2
2024-04-28,Youtube Ads,,0.0,0,0,,
2024-04-29,Facebook Ads,12.09.23interests_Uxui_DE,4.99,8,347,interest_programming_WebDev,bloggersvideo15com_python
2024-04-29,Youtube Ads,youtube_shortsin_AT,0.38,2,114,Com_march,Austria_video3
2024-04-28,SMM,,0.0,0,0,,
2024-04-28,Organic,,0.0,121,0,,
2024-04-29,Facebook Ads,20.03.24interests_WebDev_PL,0.46,0,22,interest_programming_WebDev,bloggersvideo16com_pl
2024-04-30,Facebook Ads,20.03.24_widde_PL,19.08,23,2851,wide,bloggersvideo21com_pl
2024-04-30,Facebook Ads,12.09.23interests_Uxui_DE,9.28,11,638,interest_work_WebDev,bloggersvideo15com_python
2024-04-30,Facebook Ads,07.07.23LAL_DE,0.2,0,21,LAL1,v15com
2024-04-30,Facebook Ads,07.07.23LAL_DE,1.8,1,91,LAL1,bloggersvideo11
2024-04-30,Facebook Ads,20.03.24interests_WebDev_PL,0.01,0,3,interest_work_WebDev,bloggersvideo16com_pl
2024-04-30,Google Ads,discovery_DE,38.48,290,43321,,
2024-04-28,SMM,,0.0,19,0,,
2024-04-28,Google Ads,,0.0,0,0,,
2024-04-30,Facebook Ads,17.03.24wide_AT,5.7,3,339,wide,bloggersvideo12com_at
2024-04-30,Google Ads,discovery_wide1_AT,25.29,132,23925,,
2024-04-28,Telegram posts,,0.0,0,5,,
2024-04-30,Youtube Ads,youtube_shorts_DE,38.22,87,17111,Com_august,bloggersvideo10
2024-04-30,Youtube Ads,youtube_shortsin_AT,3.57,10,636,Com_march,bloggersvideo1
2024-04-30,Facebook Ads,20.03.24interests_WebDev_PL,0.3,0,47,interest_programming_WebDev,bloggersvideo19com_pl
2024-04-30,Facebook Ads,20.03.24interests_WebDev_PL,0.22,0,27,interest_programming_WebDev,bloggersvideo12com_pl
2024-04-28,Bloggers,,0.0,1,567,,
2024-04-30,Tiktok Ads,12.07.2023wide_DE,1.06,0,394,wide,v13com_python
2024-04-28,Webinar,,0.0,0,0,,
2024-04-28,CRM,,0.0,11,0,,
2024-04-30,Facebook Ads,01.04.23women_PL,0.01,0,3,women,v17com_pl
2024-04-30,Facebook Ads,02.07.23wide_DE,12.48,11,1227,wide,bloggersvideo14com
2024-04-28,Bloggers,,0.0,0,0,,
2024-04-30,Tiktok Ads,12.07.2023wide_DE,2.72,9,621,wide,bloggersvideo11
2024-04-30,Youtube Ads,youtube_shorts_DE,5.75,8,1424,Com_august,bloggersvideo10com
2024-04-30,Tiktok Ads,20.03.2024wide_PL,9.51,32,11618,wide,bloggersvideo18com_pl
2024-04-28,Facebook Ads,,0.0,0,0,,
2024-04-30,Facebook Ads,04.07.23recentlymoved_DE,1.39,2,129,recentlymoved,bloggersvideo15com
2024-04-30,Facebook Ads,20.03.24interests_WebDev_PL,0.07,0,14,interest_programming_WebDev,bloggersvideo16com_pl
2024-04-30,Facebook Ads,04.07.23recentlymoved_DE,8.68,12,919,recentlymoved,bloggersvideo14com
2024-04-28,Organic,,0.0,13,0,,
2024-04-30,Facebook Ads,17.03.24wide_AT,10.4,5,705,wide,v14com_at
2024-04-30,Facebook Ads,12.09.23interests_Uxui_DE,4.4,14,291,interest_programming_WebDev,bloggersvideo15com_python
2024-04-28,Organic,,0.0,5,0,,
2024-04-30,Tiktok Ads,12.07.2023wide_DE,2.51,4,818,wide,bloggersvideo16com
2024-04-30,Tiktok Ads,12.07.2023wide_DE,15.92,50,8410,wide,bloggersvideo14com
2024-04-30,Facebook Ads,03.07.23women,0.96,3,100,women,v15
2024-04-30,Facebook Ads,20.03.24interests_WebDev_PL,0.16,0,28,interest_work_WebDev,bloggersvideo19com_pl
2024-04-30,Facebook Ads,12.09.23interests_Uxui_DE,0.47,0,33,interest_programming_WebDev,bloggersvideo17com
2024-04-30,Facebook Ads,12.09.23interests_Uxui_DE,1.43,1,89,interest_work_WebDev,bloggersvideo17com
2024-04-28,Partnership,,0.0,0,0,,
2024-04-30,Youtube Ads,youtube_shorts_DE,1.42,3,436,Com_august,bloggersvideo11
2024-04-30,Facebook Ads,07.07.23LAL_DE,0.17,1,21,LAL1,v14
2024-04-30,Facebook Ads,15.04.24LAL_ab__PL,6.74,3,695,LAL1,bloggersvideo19com_pl
2024-04-30,Google Ads,1performancemax_wide_PL,52.47,313,61507,,
2024-04-30,Tiktok Ads,20.03.2024wide_PL,2.74,2,3157,wide,v14com_pl
2024-04-30,Youtube Ads,youtube_shortsin_AT,2.03,8,928,Com_march,Austria_video2
2024-04-30,Youtube Ads,youtube_shorts_DE,5.37,14,2502,Com_august,video1com_new
2024-04-30,Tiktok Ads,20.03.2024wide_PL,2.47,9,2569,wide,bloggersvideo8com_pl
2024-04-30,Facebook Ads,15.04.24LAL_ab__PL,1.51,1,200,LAL1,bloggersvideo12com_pl
2024-04-30,Facebook Ads,01.04.23women_PL,11.89,21,1434,women,bloggersvideo21com_pl
2024-04-28,Telegram posts,,0.0,0,0,,
2024-04-30,Facebook Ads,20.03.24_widde_PL,0.0,0,1,wide,v17com_pl
2024-04-30,Tiktok Ads,12.07.2023wide_DE,7.79,13,3266,wide,bloggersvideo17com
2024-04-30,Youtube Ads,youtube_shorts_DE,6.59,18,2621,Com_august,bloggersvideo9com
2024-04-30,Facebook Ads,07.07.23LAL_DE,0.67,0,41,LAL1,bloggersvideo8com
2024-04-30,Facebook Ads,20.03.24interests_WebDev_PL,12.49,10,1350,interest_programming_WebDev,v14com_pl
2024-04-30,Facebook Ads,02.07.23wide_DE,5.35,1,531,wide,bloggersvideo16com
2024-04-30,Youtube Ads,youtube_shortsin_AT,0.35,1,123,Com_march,Austria_video3
2024-04-30,Facebook Ads,04.07.23recentlymoved_DE,4.14,3,431,recentlymoved,bloggersvideo16com
2024-04-30,Google Ads,performancemax_eng_DE,68.03,224,42694,,
2024-04-30,Facebook Ads,24.09.23retargeting_DE,11.14,9,829,retargeting,v15
2024-04-30,Facebook Ads,15.04.24LAL_ab__PL,5.27,6,465,LAL1,bloggersvideo16com_pl
2024-04-30,Facebook Ads,07.07.23LAL_DE,16.67,17,1327,LAL1,bloggersvideo9com
2024-04-29,Google Ads,,0.0,0,0,,
2024-04-29,Telegram posts,,0.0,0,160,,
2024-04-29,Bloggers,,0.0,0,0,,
2024-04-30,Tiktok Ads,20.03.2024wide_PL,3.62,14,3432,wide,bloggersvideo19com_pl
2024-04-29,Partnership,,0.0,1,0,,
2024-04-30,Facebook Ads,03.07.23women,12.02,13,801,women,v16
2024-04-29,Facebook Ads,,0.0,0,0,,
2024-04-30,Google Ads,performancemax_wide_AT,38.2,61,7690,,
2024-04-30,Facebook Ads,02.07.23wide_DE,1.07,1,86,wide,bloggersvideo15com
2024-04-30,Google Ads,brand_search_eng_DE,7.19,13,71,,
2024-04-30,Tiktok Ads,20.03.2024wide_PL,1.69,4,1527,wide,bloggersvideo16com_pl
2024-05-01,Facebook Ads,15.04.24LAL_ab__PL,1.94,2,247,LAL1,bloggersvideo12com_pl
2024-05-01,Facebook Ads,03.07.23women,0.04,0,8,women,bloggersvideo13
2024-05-01,Facebook Ads,20.03.24interests_WebDev_PL,0.06,0,12,interest_programming_WebDev,bloggersvideo16com_pl
2024-05-01,Facebook Ads,24.09.23retargeting_DE,0.12,0,10,retargeting,bloggersvideo13
2024-05-01,Facebook Ads,15.04.24LAL_ab__PL,6.79,3,603,LAL1,bloggersvideo19com_pl
2024-05-01,Facebook Ads,17.03.24wide_AT,3.56,2,299,wide,bloggersvideo12com_at
2024-05-01,Facebook Ads,15.04.24LAL_ab__PL,4.6,3,434,LAL1,bloggersvideo16com_pl
2024-05-01,Facebook Ads,20.03.24interests_WebDev_PL,0.38,0,36,interest_work_WebDev,bloggersvideo19com_pl
2024-05-01,Tiktok Ads,20.03.2024wide_PL,2.42,6,3519,wide,v14com_pl
2024-05-01,Youtube Ads,youtube_shortsin_AT,0.5,3,219,Com_march,Austria_video2
2024-05-01,Facebook Ads,20.03.24interests_WebDev_PL,0.38,0,35,interest_programming_WebDev,bloggersvideo19com_pl
2024-05-01,Facebook Ads,12.09.23interests_Uxui_DE,8.96,18,669,interest_work_WebDev,bloggersvideo15com_python
2024-05-01,Facebook Ads,04.07.23recentlymoved_DE,1.26,1,130,recentlymoved,bloggersvideo15com
2024-04-29,Organic,,0.0,12,0,,
2024-05-01,Tiktok Ads,20.03.2024wide_PL,3.54,8,3816,wide,bloggersvideo19com_pl
2024-05-01,Youtube Ads,youtube_shorts_DE,5.38,12,2039,Com_august,video1com_new
2024-05-01,Youtube Ads,youtube_shorts_DE,8.1,18,3201,Com_august,bloggersvideo9com
2024-05-01,Tiktok Ads,20.03.2024wide_PL,8.46,25,11194,wide,bloggersvideo18com_pl
2024-04-29,CRM,,0.0,15,0,,
2024-04-29,Youtube Ads,,0.0,0,0,,
2024-04-29,Telegram posts,,0.0,0,0,,
2024-05-01,Google Ads,performancemax_eng_DE,87.98,341,57513,,
2024-05-01,Facebook Ads,07.07.23LAL_DE,1.96,3,129,LAL1,bloggersvideo11
2024-05-01,Youtube Ads,youtube_shortsin_AT,1.37,1,251,Com_march,bloggersvideo1
2024-04-29,Organic,,0.0,189,0,,
2024-05-01,Facebook Ads,04.07.23recentlymoved_DE,3.97,8,407,recentlymoved,bloggersvideo16com
2024-05-01,Facebook Ads,01.04.23women_PL,12.0,16,1491,women,bloggersvideo21com_pl
2024-04-29,SMM,,0.0,26,0,,
2024-05-01,Webinar,08.04.24wide_webinar_DE,0.0,0,0,wide,v5webinar
2024-05-01,Facebook Ads,24.09.23retargeting_DE,11.05,14,948,retargeting,v15
2024-05-01,Facebook Ads,03.07.23women,1.8,1,143,women,v15
2024-05-01,Google Ads,discovery_DE,58.34,398,44020,,
2024-04-29,Tiktok Ads,,0.0,0,0,,
2024-05-01,Tiktok Ads,12.07.2023wide_DE,14.48,29,9196,wide,bloggersvideo14com
2024-04-29,Telegram posts,,0.0,1,19,,
2024-05-01,Facebook Ads,20.03.24interests_WebDev_PL,0.01,0,1,interest_work_WebDev,bloggersvideo12com_pl
2024-05-01,Facebook Ads,20.03.24_widde_PL,0.07,1,4,wide,bloggersvideo20com_pl
2024-05-01,Facebook Ads,07.07.23LAL_DE,0.37,0,35,LAL1,v15com
2024-04-29,Webinar,,0.0,0,0,,
2024-05-01,Facebook Ads,20.03.24_widde_PL,18.96,23,3545,wide,bloggersvideo21com_pl
2024-05-01,Facebook Ads,02.07.23wide_DE,1.85,4,162,wide,bloggersvideo15com
2024-05-01,Facebook Ads,20.03.24_widde_PL,0.01,0,1,wide,v17com_pl
2024-04-29,SMM,,0.0,0,0,,
2024-05-01,Facebook Ads,07.07.23LAL_DE,0.43,0,37,LAL1,bloggersvideo8com
2024-05-01,Facebook Ads,01.04.23women_PL,0.04,0,2,women,v17com_pl
2024-05-01,Facebook Ads,12.09.23interests_Uxui_DE,0.22,0,19,interest_programming_WebDev,bloggersvideo17com
2024-05-01,Facebook Ads,07.07.23LAL_DE,0.12,0,28,LAL1,v14
2024-05-01,Facebook Ads,01.04.23women_PL,0.0,0,1,women,bloggersvideo20com_pl
2024-05-01,Facebook Ads,03.07.23women,11.06,14,884,women,v16
2024-05-01,Facebook Ads,12.09.23interests_Uxui_DE,1.09,2,91,interest_work_WebDev,bloggersvideo17com
2024-05-01,Facebook Ads,02.07.23wide_DE,13.03,18,1450,wide,bloggersvideo14com
2024-05-01,Google Ads,1performancemax_wide_PL,57.34,534,96499,,
2024-04-29,Organic,,0.0,15,0,,
2024-05-01,Tiktok Ads,12.07.2023wide_DE,8.43,23,4147,wide,bloggersvideo17com
2024-04-30,Telegram posts,,0.0,0,84,,
2024-04-30,Youtube Ads,,0.0,0,0,,
2024-05-01,Facebook Ads,02.07.23wide_DE,4.12,3,446,wide,bloggersvideo16com
2024-05-01,Tiktok Ads,15.03.2024wide_AT,0.0,0,0,wide,bloggersvideo12com_at
2024-05-01,Youtube Ads,youtube_shortsin_AT,0.1,0,21,Com_march,Austria_video3
2024-05-01,Tiktok Ads,12.07.2023wide_DE,1.15,3,573,wide,v13com_python
2024-05-01,Webinar,08.04.24wide_webinar_DE,0.0,0,0,wide,bloggersvideo18webinar
2024-05-01,Tiktok Ads,12.07.2023wide_DE,2.72,3,1142,wide,bloggersvideo16com
2024-05-01,Tiktok Ads,12.07.2023wide_DE,3.2,11,1120,wide,bloggersvideo11
2024-04-30,Google Ads,,0.0,0,0,,
2024-04-30,Telegram posts,,0.0,15,72,,
2024-05-01,Google Ads,brand_search_eng_DE,36.23,12,50,,
2024-04-30,Facebook Ads,,0.0,0,0,,
2024-05-01,Tiktok Ads,20.03.2024wide_PL,2.71,8,2203,wide,bloggersvideo16com_pl
2024-04-30,SMM,,0.0,0,0,,
2024-05-01,Youtube Ads,youtube_shorts_DE,1.02,1,340,Com_august,bloggersvideo11
2024-05-01,Tiktok Ads,15.03.2024wide_AT,0.0,0,0,wide,v14com_at
2024-05-01,Facebook Ads,07.07.23LAL_DE,16.5,31,1483,LAL1,bloggersvideo9com
2024-05-01,Facebook Ads,20.03.24interests_WebDev_PL,11.98,10,1238,interest_programming_WebDev,v14com_pl
2024-05-01,Google Ads,performancemax_wide_AT,35.49,54,5491,,
2024-04-30,Bloggers,,0.0,0,0,,
2024-05-01,Tiktok Ads,20.03.2024wide_PL,2.95,8,3150,wide,bloggersvideo8com_pl
2024-05-01,Youtube Ads,youtube_shorts_DE,32.73,78,14855,Com_august,bloggersvideo10
2024-05-01,Youtube Ads,youtube_shorts_DE,4.71,8,840,Com_august,bloggersvideo10com
2024-04-30,Organic,,0.0,155,0,,
2024-05-01,Facebook Ads,04.07.23recentlymoved_DE,9.16,8,1030,recentlymoved,bloggersvideo14com
2024-05-01,Facebook Ads,17.03.24wide_AT,11.92,8,835,wide,v14com_at
2024-05-01,Facebook Ads,20.03.24interests_WebDev_PL,0.07,0,2,interest_work_WebDev,bloggersvideo16com_pl
2024-05-01,Google Ads,discovery_wide1_AT,25.09,158,26499,,
2024-05-01,Facebook Ads,12.09.23interests_Uxui_DE,4.81,8,338,interest_programming_WebDev,bloggersvideo15com_python
2024-05-01,Facebook Ads,20.03.24interests_WebDev_PL,0.19,0,23,interest_programming_WebDev,bloggersvideo12com_pl
2024-05-02,Facebook Ads,02.07.23wide_DE,1.87,3,164,wide,bloggersvideo15com
2024-05-02,Tiktok Ads,20.03.2024wide_PL,7.97,28,10438,wide,bloggersvideo18com_pl
2024-04-30,Telegram posts,,0.0,0,0,,
2024-05-02,Facebook Ads,24.09.23retargeting_DE,0.08,0,8,retargeting,bloggersvideo13
2024-05-02,Facebook Ads,15.04.24LAL_ab__PL,3.08,2,284,LAL1,bloggersvideo19com_pl
2024-05-02,Facebook Ads,07.07.23LAL_DE,0.1,0,20,LAL1,v14
2024-05-02,Facebook Ads,12.09.23interests_Uxui_DE,1.32,0,97,interest_work_WebDev,bloggersvideo17com
2024-05-02,Google Ads,performancemax_wide_AT,18.42,42,6261,,
2024-04-30,SMM,,0.0,23,0,,
2024-05-02,Tiktok Ads,20.03.2024wide_PL,4.49,20,4679,wide,bloggersvideo16com_pl
2024-05-02,Facebook Ads,20.03.24_widde_PL,11.17,21,1852,wide,bloggersvideo21com_pl
2024-05-02,Facebook Ads,12.09.23interests_Uxui_DE,9.06,21,724,interest_work_WebDev,bloggersvideo15com_python
2024-04-30,Tiktok Ads,,0.0,0,0,,
2024-04-30,Organic,,0.0,15,0,,
2024-05-02,Webinar,08.04.24wide_webinar_DE,0.0,0,0,wide,bloggersvideo18webinar
2024-05-02,Facebook Ads,17.03.24wide_AT,6.26,3,422,wide,bloggersvideo12com_at
2024-05-02,Facebook Ads,01.04.23women_PL,0.01,0,1,women,v17com_pl
2024-05-02,Google Ads,discovery_wide1_AT,38.68,171,24609,,
2024-05-02,Tiktok Ads,12.07.2023wide_DE,14.14,30,7567,wide,bloggersvideo14com
2024-04-30,CRM,,0.0,1,0,,
2024-05-02,Facebook Ads,07.07.23LAL_DE,0.73,0,56,LAL1,bloggersvideo8com
2024-05-02,Facebook Ads,04.07.23recentlymoved_DE,5.33,7,607,recentlymoved,bloggersvideo16com
2024-05-02,Google Ads,1performancemax_wide_PL,61.13,316,55853,,
2024-04-30,Partnership,,0.0,0,0,,
2024-05-02,Facebook Ads,15.04.24LAL_ab__PL,1.27,1,152,LAL1,bloggersvideo12com_pl
2024-04-30,Webinar,,0.0,0,0,,
2024-05-02,Facebook Ads,24.09.23retargeting_DE,11.16,13,923,retargeting,v15
2024-04-30,Organic,,0.0,20,0,,
2024-05-02,Youtube Ads,youtube_shorts_DE,12.69,24,5880,Com_august,bloggersvideo10
2024-05-02,Tiktok Ads,12.07.2023wide_DE,4.5,16,1518,wide,bloggersvideo11
2024-05-02,Google Ads,brand_search_eng_DE,31.32,16,72,,
2024-05-02,Facebook Ads,03.07.23women,11.74,17,939,women,v16
2024-05-02,Tiktok Ads,20.03.2024wide_PL,2.07,12,2991,wide,v14com_pl
2024-05-02,Facebook Ads,20.03.24interests_WebDev_PL,0.02,0,5,interest_work_WebDev,bloggersvideo12com_pl
2024-05-02,Facebook Ads,15.04.24LAL_ab__PL,4.0,4,425,LAL1,bloggersvideo16com_pl
2024-05-02,Facebook Ads,17.03.24wide_AT,9.04,4,787,wide,v14com_at
2024-05-02,Facebook Ads,07.07.23LAL_DE,16.75,28,1542,LAL1,bloggersvideo9com
2024-05-02,Facebook Ads,12.09.23interests_Uxui_DE,5.04,3,325,interest_programming_WebDev,bloggersvideo15com_python
2024-05-02,Facebook Ads,20.03.24_widde_PL,0.07,0,5,wide,bloggersvideo20com_pl
2024-05-02,Tiktok Ads,20.03.2024wide_PL,5.33,17,4713,wide,bloggersvideo8com_pl
2024-04-30,Bloggers,,0.0,19,3918,,
2024-05-02,Facebook Ads,07.07.23LAL_DE,1.7,2,129,LAL1,bloggersvideo11
2024-05-02,Facebook Ads,20.03.24interests_WebDev_PL,0.0,0,1,interest_programming_WebDev,bloggersvideo16com_pl
2024-05-01,SMM,,0.0,0,0,,
2024-05-02,Youtube Ads,youtube_shorts_DE,1.72,2,645,Com_august,video1com_new
2024-05-02,Facebook Ads,20.03.24_widde_PL,0.06,0,5,wide,v17com_pl
2024-05-02,Google Ads,performancemax_eng_DE,92.06,349,67546,,
2024-05-01,Partnership,,0.0,0,0,,
2024-05-02,Tiktok Ads,12.07.2023wide_DE,2.83,6,946,wide,bloggersvideo16com
2024-05-02,Tiktok Ads,20.03.2024wide_PL,2.8,3,2565,wide,bloggersvideo19com_pl
2024-05-01,SMM,,0.0,33,0,,
2024-05-02,Facebook Ads,02.07.23wide_DE,6.11,6,602,wide,bloggersvideo16com
2024-05-02,Facebook Ads,02.07.23wide_DE,10.86,12,1214,wide,bloggersvideo14com
2024-05-01,Webinar,,0.0,0,0,,
2024-05-02,Tiktok Ads,15.03.2024wide_AT,0.0,0,0,wide,bloggersvideo12com_at
2024-05-01,Test,,0.0,0,0,,
2024-05-02,Facebook Ads,20.03.24interests_WebDev_PL,0.02,0,5,interest_programming_WebDev,bloggersvideo12com_pl
2024-05-02,Youtube Ads,youtube_shorts_DE,1.92,3,418,Com_august,bloggersvideo10com
2024-05-02,Tiktok Ads,12.07.2023wide_DE,7.1,11,2955,wide,bloggersvideo17com
2024-05-01,CRM,,0.0,2,0,,
2024-05-02,Facebook Ads,03.07.23women,1.26,2,122,women,v15
2024-05-02,Facebook Ads,20.03.24interests_WebDev_PL,0.19,0,29,interest_programming_WebDev,bloggersvideo19com_pl
2024-05-02,Facebook Ads,04.07.23recentlymoved_DE,1.61,1,165,recentlymoved,bloggersvideo15com
2024-05-01,Google Ads,,0.0,0,0,,
2024-05-02,Facebook Ads,20.03.24interests_WebDev_PL,0.02,0,6,interest_work_WebDev,bloggersvideo19com_pl
2024-05-02,Facebook Ads,07.07.23LAL_DE,0.37,0,38,LAL1,v15com
2024-05-01,Telegram posts,,0.0,0,0,,
2024-05-01,Tiktok Ads,,0.0,0,0,,
2024-05-02,Google Ads,discovery_DE,52.09,316,38875,,
2024-05-02,Facebook Ads,04.07.23recentlymoved_DE,7.19,16,885,recentlymoved,bloggersvideo14com
2024-05-02,Facebook Ads,20.03.24interests_WebDev_PL,7.19,5,823,interest_programming_WebDev,v14com_pl
2024-05-02,Youtube Ads,youtube_shorts_DE,3.07,4,1235,Com_august,bloggersvideo9com
2024-05-02,Tiktok Ads,12.07.2023wide_DE,1.43,0,449,wide,v13com_python
2024-05-02,Youtube Ads,youtube_shorts_DE,0.61,2,170,Com_august,bloggersvideo11
2024-05-01,Telegram posts,,0.0,18,20,,
2024-05-02,Facebook Ads,01.04.23women_PL,7.04,12,1004,women,bloggersvideo21com_pl
2024-05-01,Telegram posts,,0.0,1,61,,
2024-05-03,Tiktok Ads,20.03.2024wide_PL,1.46,6,2083,wide,v14com_pl
2024-05-03,Youtube Ads,youtube_shorts_DE,8.68,13,3544,Com_august,bloggersvideo10
2024-05-03,Tiktok Ads,12.07.2023wide_DE,3.48,11,1084,wide,bloggersvideo16com
2024-05-01,Bloggers,,0.0,0,0,,
2024-05-03,Facebook Ads,02.07.23wide_DE,3.18,0,287,wide,bloggersvideo16com
2024-05-03,Facebook Ads,03.07.23women,12.11,16,747,women,v16
2024-05-03,Youtube Ads,youtube_shorts_DE,2.17,3,589,Com_august,video1com_new
2024-05-03,Google Ads,performancemax_wide_AT,33.78,69,8677,,
2024-05-01,Facebook Ads,,0.0,0,0,,
2024-05-01,Organic,,0.0,120,0,,
2024-05-03,Tiktok Ads,20.03.2024wide_PL,1.37,6,1510,wide,bloggersvideo19com_pl
2024-05-03,Google Ads,brand_search_eng_DE,19.91,19,59,,
2024-05-01,Youtube Ads,,0.0,0,0,,
2024-05-03,Facebook Ads,07.07.23LAL_DE,1.67,0,137,LAL1,bloggersvideo11
2024-05-01,Organic,,0.0,8,0,,
2024-05-03,Tiktok Ads,12.07.2023wide_DE,12.52,21,6550,wide,bloggersvideo14com
2024-05-03,Youtube Ads,youtube_shorts_DE,2.33,3,1022,Com_august,bloggersvideo9com
2024-05-03,Facebook Ads,12.09.23interests_Uxui_DE,6.23,12,458,interest_programming_WebDev,bloggersvideo15com_python
2024-05-03,Tiktok Ads,15.03.2024wide_AT,0.0,0,0,wide,bloggersvideo12com_at
2024-05-03,Webinar,08.04.24wide_webinar_DE,0.0,0,0,wide,v5webinar
2024-05-03,Test,02.05.24test_DE,0.9,0,33,accountant_wide,b1accountant
2024-05-03,Facebook Ads,24.09.23retargeting_DE,11.27,9,906,retargeting,v15
2024-05-03,Facebook Ads,03.07.23women,1.24,0,85,women,v15
2024-05-03,Youtube Ads,youtube_shorts_DE,2.29,2,389,Com_august,bloggersvideo10com
2024-05-03,Tiktok Ads,20.03.2024wide_PL,3.78,8,3274,wide,bloggersvideo8com_pl
2024-05-03,Facebook Ads,02.07.23wide_DE,9.91,23,786,wide,bloggersvideo15com
2024-05-03,Facebook Ads,07.07.23LAL_DE,16.74,15,1638,LAL1,bloggersvideo9com
2024-05-03,Facebook Ads,17.03.24wide_AT,9.38,4,613,wide,v14com_at
2024-05-03,Tiktok Ads,12.07.2023wide_DE,7.36,16,3050,wide,bloggersvideo17com
2024-05-03,Facebook Ads,24.09.23retargeting_DE,0.19,0,7,retargeting,bloggersvideo13
2024-05-01,Telegram posts,,0.0,5,317,,
2024-05-03,Facebook Ads,04.07.23recentlymoved_DE,2.62,2,222,recentlymoved,bloggersvideo15com
2024-05-01,Organic,,0.0,18,0,,
2024-05-02,SMM,,0.0,35,0,,
2024-05-03,Tiktok Ads,20.03.2024wide_PL,5.14,18,6097,wide,bloggersvideo16com_pl
2024-05-02,Webinar,,0.0,0,0,,
2024-05-03,Google Ads,discovery_wide1_AT,9.29,37,6668,,
2024-05-03,Facebook Ads,07.07.23LAL_DE,0.14,0,19,LAL1,v15com
2024-05-02,Telegram posts,,0.0,0,0,,
2024-05-02,Google Ads,,0.0,0,0,,
2024-05-03,Test,02.05.24test_DE,1.55,8,97,accountant_wide,b3accountant
2024-05-03,Facebook Ads,12.09.23interests_Uxui_DE,7.55,11,540,interest_work_WebDev,bloggersvideo15com_python
2024-05-03,Facebook Ads,02.07.23wide_DE,5.71,12,641,wide,bloggersvideo14com
2024-05-03,Webinar,08.04.24wide_webinar_DE,0.0,0,0,wide,bloggersvideo18webinar
2024-05-03,Facebook Ads,17.03.24wide_AT,6.34,4,505,wide,bloggersvideo12com_at
2024-05-03,Facebook Ads,04.07.23recentlymoved_DE,5.05,6,495,recentlymoved,bloggersvideo16com
2024-05-03,Youtube Ads,youtube_shorts_DE,0.63,3,168,Com_august,bloggersvideo11
2024-05-03,Facebook Ads,12.09.23interests_Uxui_DE,1.32,0,105,interest_work_WebDev,bloggersvideo17com
2024-05-03,Google Ads,performancemax_eng_DE,77.4,251,41068,,
2024-05-03,Test,02.05.24test_DE,0.14,0,11,accountant_wide,b2accountant
2024-05-03,Tiktok Ads,20.03.2024wide_PL,4.83,21,6497,wide,bloggersvideo18com_pl
2024-05-03,Tiktok Ads,12.07.2023wide_DE,1.64,0,427,wide,v13com_python
2024-05-02,Telegram posts,,0.0,0,32,,
2024-05-03,Google Ads,1performancemax_wide_PL,63.21,200,42224,,
2024-05-03,Facebook Ads,07.07.23LAL_DE,0.19,0,29,LAL1,v14
2024-05-02,Youtube Ads,,0.0,0,0,,
2024-05-03,Tiktok Ads,12.07.2023wide_DE,5.0,11,1684,wide,bloggersvideo11
2024-05-03,Test,02.05.24test_DE,0.04,1,2,accountant_wide,b4accountant
2024-05-02,Tiktok Ads,,0.0,0,0,,
2024-05-03,Facebook Ads,04.07.23recentlymoved_DE,6.31,12,709,recentlymoved,bloggersvideo14com
2024-05-03,Tiktok Ads,15.03.2024wide_AT,0.0,0,0,wide,v14com_at
2024-05-02,Bloggers,,0.0,0,0,,
2024-05-03,Google Ads,discovery_DE,50.42,281,37934,,
2024-05-03,Facebook Ads,07.07.23LAL_DE,0.31,0,23,LAL1,bloggersvideo8com
2024-05-02,Facebook Ads,,0.0,0,0,,
2024-05-04,Tiktok Ads,12.07.2023wide_DE,6.78,11,3175,wide,bloggersvideo17com
2024-05-02,Organic,,0.0,24,0,,
2024-05-04,Facebook Ads,02.07.23wide_DE,2.57,3,259,wide,bloggersvideo16com
2024-05-04,Facebook Ads,07.07.23LAL_DE,0.3,0,25,LAL1,bloggersvideo8com
